,time,pressure,ax,ay,az,gx,gy,gz
0,1638,897.7100219726562,0.24664999544620514,0.1999569982290268,-1.9444559812545776,0.5951099991798401,0.6866660118103027,0.3204439878463745
1,1638,897.7100219726562,0.24664999544620514,0.1999569982290268,-1.9444559812545776,0.5951099991798401,0.6866660118103027,0.3204439878463745
2,1690,897.75,0.24829800426959991,0.19501300156116486,-1.9444559812545776,0.04577700048685074,0.36622199416160583,0.8392590284347534
3,1699,897.6599731445312,0.2530589997768402,0.19611099362373352,-1.9541609287261963,0.9613329768180847,0.42725899815559387,0.04577700048685074
4,1709,897.6400146484375,0.24500200152397156,0.19611099362373352,-1.9439070224761963,0.0,-0.16785100102424622,-0.4882960021495819
5,1719,897.75,0.24664999544620514,0.1986750066280365,-1.9470189809799194,1.6022210121154785,0.3509620130062103,0.16785100102424622
6,1729,897.6599731445312,0.2464669942855835,0.1995909959077835,-1.9492170810699463,0.18311099708080292,-0.2899250090122223,-0.39673998951911926
7,1739,897.719970703125,0.24115699529647827,0.19666099548339844,-1.9506819248199463,1.0986659526824951,0.7782210111618042,0.7019249796867371
8,1749,897.72998046875,0.24756599962711334,0.19611099362373352,-1.942991018295288,0.030517999082803726,-0.39673998951911926,-0.7782210111618042
9,1759,897.6500244140625,0.2499459981918335,0.20197099447250366,-1.9459209442138672,-0.39673998951911926,-0.07629600167274475,-0.18311099708080292
10,1769,897.6500244140625,0.24884699285030365,0.19885799288749695,-1.9495830535888672,0.19836999475955963,0.3357029855251312,-0.9918509721755981
11,1779,897.6500244140625,0.24939699470996857,0.1917169988155365,-1.9444559812545776,0.5188140273094177,0.06103700026869774,0.04577700048685074
12,1789,897.6099853515625,0.2464669942855835,0.19666099548339844,-1.9442729949951172,0.16785100102424622,0.3051849901676178,0.5188140273094177
13,1799,897.6799926757812,0.2464669942855835,0.19940699636936188,-1.948667049407959,0.3204439878463745,0.7171840071678162,-1.1139249801635742
14,1809,897.6699829101562,0.24793200194835663,0.2034360021352768,-1.946835994720459,-0.3509620130062103,0.9460729956626892,-1.0223699808120728
15,1819,897.6500244140625,0.251228004693985,0.19537900388240814,-1.9473860263824463,0.7782210111618042,0.3357029855251312,0.9460729956626892
16,1829,897.5999755859375,0.25196000933647156,0.19812600314617157,-1.9453709125518799,-0.2746660113334656,-0.22888800501823425,-1.3275549411773682
17,1839,897.6400146484375,0.25067898631095886,0.1964779943227768,-1.944822072982788,-0.4882960021495819,0.411998987197876,0.0
18,1849,897.72998046875,0.2499459981918335,0.20416800677776337,-1.9490339756011963,0.6866660118103027,0.3509620130062103,-0.38148099184036255
19,1859,897.6099853515625,0.24188899993896484,0.19812600314617157,-1.942991018295288,0.12207400053739548,-0.5645920038223267,0.1373330056667328
20,1869,897.6900024414062,0.24591800570487976,0.19592800736427307,-1.945004940032959,0.09155499935150146,0.0,0.411998987197876
21,1879,897.6900024414062,0.24628399312496185,0.1986750066280365,-1.9488509893417358,0.9308140277862549,0.8239989876747131,-0.5188140273094177
22,1889,897.6900024414062,0.25012901425361633,0.19556200504302979,-1.948117971420288,0.5951099991798401,1.4648879766464233,-0.3051849901676178
23,1899,897.6500244140625,0.2503120005130768,0.20361900329589844,-1.9493999481201172,0.4882960021495819,-0.24414800107479095,-0.1525920033454895
24,1909,897.6599731445312,0.2486640065908432,0.19885799288749695,-1.9470189809799194,0.38148099184036255,0.21362900733947754,0.09155499935150146
25,1919,897.7000122070312,0.24573500454425812,0.1995909959077835,-1.9470189809799194,-0.5035549998283386,-0.38148099184036255,-0.10681399703025818
26,1929,897.6900024414062,0.24683299660682678,0.1990409940481186,-1.9470189809799194,1.174962043762207,-0.10681399703025818,0.534072995185852
27,1939,897.6300048828125,0.24921399354934692,0.1942799985408783,-1.948483943939209,-0.2746660113334656,1.2359989881515503,0.09155499935150146
28,1949,897.6199951171875,0.25415799021720886,0.20178799331188202,-1.946835994720459,0.4882960021495819,0.579850971698761,0.25940701365470886
29,1959,897.780029296875,0.24811500310897827,0.19684399664402008,-1.944638967514038,-0.7171840071678162,0.07629600167274475,0.1525920033454895
30,1969,897.7000122070312,0.24353699386119843,0.193913996219635,-1.948301076889038,1.052888035774231,0.7629619836807251,-0.5493329763412476
31,1979,897.780029296875,0.2495799958705902,0.20197099447250366,-1.9459209442138672,0.7782210111618042,0.1373330056667328,-0.3204439878463745
32,1989,897.7000122070312,0.24774900078773499,0.20361900329589844,-1.946835994720459,-0.25940701365470886,-0.2746660113334656,0.8392590284347534
33,1999,897.6900024414062,0.24536800384521484,0.20160500705242157,-1.9472019672393799,0.04577700048685074,0.4577769935131073,0.4577769935131073
34,2009,897.6500244140625,0.2426220029592514,0.20050600171089172,-1.9501320123672485,-0.4882960021495819,0.9765920042991638,0.473035991191864
35,2019,897.6799926757812,0.24829800426959991,0.20288699865341187,-1.948117971420288,-0.22888800501823425,-0.5493329763412476,-0.06103700026869774
36,2029,897.5599975585938,0.24664999544620514,0.19702699780464172,-1.9457380771636963,-0.3051849901676178,0.3204439878463745,-0.8239989876747131
37,2039,897.7000122070312,0.25067898631095886,0.19684399664402008,-1.9442729949951172,0.06103700026869774,-0.5493329763412476,-0.42725899815559387
38,2049,897.719970703125,0.252142995595932,0.19977399706840515,-1.946835994720459,0.12207400053739548,-0.7477030158042908,0.19836999475955963
39,2059,897.6500244140625,0.24701599776744843,0.20178799331188202,-1.9444559812545776,-0.07629600167274475,-0.015258999541401863,-0.411998987197876
40,2069,897.7100219726562,0.2508620023727417,0.20270299911499023,-1.9459209442138672,-0.07629600167274475,-0.534072995185852,-0.6866660118103027
41,2079,897.6799926757812,0.24573500454425812,0.19940699636936188,-1.9492170810699463,0.22888800501823425,1.6479990482330322,0.473035991191864
42,2089,897.6300048828125,0.2395090013742447,0.19592800736427307,-1.949765920639038,-0.8392590284347534,0.06103700026869774,-0.8392590284347534
43,2099,897.719970703125,0.2455510050058365,0.19849200546741486,-1.9424419403076172,0.9918509721755981,-0.04577700048685074,-1.266517996788025
44,2109,897.6799926757812,0.252142995595932,0.19940699636936188,-1.9461040496826172,0.2899250090122223,0.473035991191864,-0.4882960021495819
45,2119,897.6500244140625,0.25452399253845215,0.20380200445652008,-1.9442729949951172,0.24414800107479095,0.9460729956626892,-0.8087400197982788
46,2129,897.6300048828125,0.25324198603630066,0.197393000125885,-1.949949026107788,0.640887975692749,0.25940701365470886,-0.5493329763412476
47,2148,897.7100219726562,0.2461010068655014,0.2021539956331253,-1.941159963607788,0.030517999082803726,-0.015258999541401863,-0.42725899815559387
48,2150,897.7100219726562,0.24500200152397156,0.20453499257564545,-1.946286916732788,-0.8239989876747131,-0.5035549998283386,0.7629619836807251
49,2159,897.6900024414062,0.24829800426959991,0.200872004032135,-1.9493999481201172,-0.6256290078163147,-0.4425179958343506,-0.4425179958343506
50,2169,897.6599731445312,0.24628399312496185,0.19812600314617157,-1.9473860263824463,0.5188140273094177,0.2746660113334656,-0.4425179958343506
51,2179,897.6599731445312,0.2499459981918335,0.19922399520874023,-1.9455549716949463,0.19836999475955963,0.411998987197876,-0.8850359916687012
52,2189,897.7000122070312,0.254707008600235,0.19720999896526337,-1.9431740045547485,1.0834070444107056,-0.6561470031738281,0.2746660113334656
53,2199,897.6599731445312,0.252142995595932,0.1990409940481186,-1.946286916732788,0.9918509721755981,-0.015258999541401863,-0.18311099708080292
54,2209,897.7100219726562,0.25012901425361633,0.19702699780464172,-1.950314998626709,-0.2746660113334656,0.07629600167274475,0.18311099708080292
55,2219,897.6599731445312,0.24060699343681335,0.20508399605751038,-1.9490339756011963,0.5493329763412476,-0.25940701365470886,-0.4882960021495819
56,2229,897.6199951171875,0.23767800629138947,0.2047179937362671,-1.9521470069885254,-0.07629600167274475,-0.7324439883232117,-0.7782210111618042
57,2239,897.77001953125,0.24152299761772156,0.1964779943227768,-1.9470189809799194,0.4577769935131073,1.0681469440460205,0.16785100102424622
58,2249,897.7000122070312,0.2508620023727417,0.1983090043067932,-1.948483943939209,0.5645920038223267,-0.5188140273094177,-0.2746660113334656
59,2259,897.6599731445312,0.2563549876213074,0.19574500620365143,-1.9409769773483276,-0.22888800501823425,-0.5035549998283386,0.015258999541401863
60,2269,897.7000122070312,0.2495799958705902,0.19885799288749695,-1.9439070224761963,0.5035549998283386,0.16785100102424622,0.07629600167274475
61,2279,897.72998046875,0.24335399270057678,0.1977590024471283,-1.946835994720459,-0.7171840071678162,-0.6866660118103027,-0.09155499935150146
62,2289,897.6599731445312,0.24243900179862976,0.20032300055027008,-1.948483943939209,-0.640887975692749,-0.473035991191864,-0.8239989876747131
63,2299,897.760009765625,0.2451850026845932,0.2030699998140335,-1.9508650302886963,1.2970359325408936,0.09155499935150146,-0.5645920038223267
64,2309,897.7000122070312,0.24500200152397156,0.19720999896526337,-1.9442729949951172,1.4648879766464233,-0.04577700048685074,-1.6632580757141113
65,2319,897.6900024414062,0.2537910044193268,0.182560995221138,-1.9422580003738403,0.473035991191864,-1.0681469440460205,-6.01214599609375
66,2329,897.7100219726562,0.2603830099105835,0.1790820062160492,-1.948667049407959,-0.3051849901676178,-0.12207400053739548,-3.006072998046875
67,2339,897.739990234375,0.24079099297523499,0.21533800661563873,-1.9455549716949463,-1.2054810523986816,0.2746660113334656,0.06103700026869774
68,2349,897.7100219726562,0.23895899951457977,0.2243109941482544,-1.9506819248199463,0.12207400053739548,0.8697770237922668,0.6256290078163147
69,2359,897.7100219726562,0.252142995595932,0.19684399664402008,-1.948117971420288,0.09155499935150146,-0.1525920033454895,0.411998987197876
70,2369,897.780029296875,0.24848100543022156,0.20160500705242157,-1.942807912826538,-0.1373330056667328,0.7019249796867371,-1.2512580156326294
71,2379,897.6699829101562,0.24243900179862976,0.20270299911499023,-1.9493999481201172,0.1373330056667328,-0.8850359916687012,-0.1373330056667328
72,2389,897.72998046875,0.2486640065908432,0.20288699865341187,-1.9495830535888672,0.5188140273094177,-0.015258999541401863,0.3051849901676178
73,2399,897.739990234375,0.25452399253845215,0.1983090043067932,-1.942807912826538,0.22888800501823425,-0.04577700048685074,-0.015258999541401863
74,2409,897.6699829101562,0.25287601351737976,0.19592800736427307,-1.9431740045547485,0.16785100102424622,1.1139249801635742,-0.4577769935131073
75,2419,897.6400146484375,0.24591800570487976,0.1951960027217865,-1.949765920639038,1.2054810523986816,-0.411998987197876,-0.2899250090122223
76,2429,897.6799926757812,0.2439029961824417,0.19720999896526337,-1.945004940032959,0.25940701365470886,0.3357029855251312,-0.579850971698761
77,2439,897.6900024414062,0.24408699572086334,0.20270299911499023,-1.9493999481201172,1.281777024269104,0.07629600167274475,-0.6866660118103027
78,2449,897.72998046875,0.24774900078773499,0.20435099303722382,-1.949949026107788,0.9765920042991638,0.473035991191864,0.24414800107479095
79,2459,897.6099853515625,0.24848100543022156,0.19812600314617157,-1.9385960102081299,-0.16785100102424622,-0.030517999082803726,-1.159703016281128
80,2469,897.719970703125,0.24976299703121185,0.1990409940481186,-1.944822072982788,-0.6866660118103027,0.10681399703025818,0.7019249796867371
81,2479,897.72998046875,0.2499459981918335,0.19537900388240814,-1.9472019672393799,0.1373330056667328,0.3357029855251312,-0.39673998951911926
82,2489,897.72998046875,0.2464669942855835,0.20050600171089172,-1.9477519989013672,-0.36622199416160583,0.030517999082803726,-0.1525920033454895
83,2499,897.719970703125,0.2429880052804947,0.20178799331188202,-1.942991018295288,0.6866660118103027,-0.22888800501823425,-0.9460729956626892
84,2509,897.6599731445312,0.2439029961824417,0.1983090043067932,-1.949949026107788,-0.21362900733947754,-0.24414800107479095,1.1902209520339966
85,2519,897.6699829101562,0.2455510050058365,0.19501300156116486,-1.9437229633331299,-0.1373330056667328,0.42725899815559387,-0.7934809923171997
86,2529,897.6500244140625,0.25159400701522827,0.19757600128650665,-1.946286916732788,-0.3357029855251312,-0.4577769935131073,0.3204439878463745
87,2539,897.6799926757812,0.25049498677253723,0.1999569982290268,-1.9504979848861694,-0.640887975692749,-0.07629600167274475,-0.39673998951911926
88,2549,897.7000122070312,0.24481900036334991,0.20123900473117828,-1.946470022201538,-0.06103700026869774,-0.015258999541401863,-0.8087400197982788
89,2559,897.6799926757812,0.24664999544620514,0.20233699679374695,-1.9523299932479858,-0.4882960021495819,0.6561470031738281,0.07629600167274475
90,2569,897.6599731445312,0.24884699285030365,0.19885799288749695,-1.944638967514038,0.1373330056667328,0.9918509721755981,-0.1525920033454895
91,2579,897.77001953125,0.2503120005130768,0.1977590024471283,-1.9400609731674194,-0.2899250090122223,0.4577769935131073,-0.5645920038223267
92,2589,897.6199951171875,0.24719899892807007,0.20490099489688873,-1.9514139890670776,0.25940701365470886,0.10681399703025818,0.015258999541401863
93,2599,897.6400146484375,0.24701599776744843,0.1986750066280365,-1.944822072982788,-0.39673998951911926,-0.38148099184036255,-0.8850359916687012
94,2609,897.6699829101562,0.24903100728988647,0.2021539956331253,-1.9472019672393799,-0.24414800107479095,-0.3204439878463745,-0.12207400053739548
95,2619,897.6900024414062,0.24371999502182007,0.20160500705242157,-1.948117971420288,-0.2899250090122223,0.3051849901676178,-0.5188140273094177
96,2629,897.72998046875,0.24445299804210663,0.20233699679374695,-1.946470022201538,-0.3051849901676178,0.4425179958343506,0.07629600167274475
97,2639,897.6400146484375,0.25012901425361633,0.20398500561714172,-1.944638967514038,-0.12207400053739548,-0.8850359916687012,0.5188140273094177
98,2649,897.7000122070312,0.2495799958705902,0.200872004032135,-1.9406110048294067,-0.12207400053739548,0.8697770237922668,0.640887975692749
99,2659,897.6300048828125,0.2503120005130768,0.20233699679374695,-1.9440900087356567,0.8087400197982788,-0.015258999541401863,0.6561470031738281
100,2669,897.6500244140625,0.25049498677253723,0.20178799331188202,-1.945188045501709,0.1373330056667328,0.6866660118103027,0.3204439878463745
101,2679,897.6500244140625,0.24426999688148499,0.20050600171089172,-1.9435399770736694,-0.5493329763412476,-1.052888035774231,-0.04577700048685074
102,2689,897.6500244140625,0.252142995595932,0.1995909959077835,-1.9475690126419067,0.2746660113334656,0.3204439878463745,-0.1525920033454895
103,2699,897.7100219726562,0.251228004693985,0.20490099489688873,-1.944638967514038,0.8545179963111877,0.1373330056667328,-0.19836999475955963
104,2709,897.760009765625,0.24536800384521484,0.19977399706840515,-1.9506819248199463,-0.24414800107479095,0.9613329768180847,0.4425179958343506
105,2719,897.6900024414062,0.24591800570487976,0.18915300071239471,-1.9457380771636963,0.22888800501823425,1.0681469440460205,0.411998987197876
106,2729,897.72998046875,0.24683299660682678,0.19611099362373352,-1.949949026107788,0.5035549998283386,0.19836999475955963,0.21362900733947754
107,2739,897.6699829101562,0.2508620023727417,0.1948300004005432,-1.946286916732788,0.1525920033454895,1.0071099996566772,-3.2197020053863525
108,2749,897.6699829101562,0.264411985874176,0.182560995221138,-1.934751033782959,0.16785100102424622,0.24414800107479095,-0.7324439883232117
109,2759,897.72998046875,0.24005800485610962,0.22339500486850739,-1.9543440341949463,0.640887975692749,-0.07629600167274475,-1.0986659526824951
110,2769,897.719970703125,0.2495799958705902,0.19373099505901337,-1.948667049407959,0.5035549998283386,-0.8087400197982788,-1.6632580757141113
111,2779,897.6099853515625,0.24939699470996857,0.20197099447250366,-1.941159963607788,0.1373330056667328,0.534072995185852,-0.09155499935150146
112,2789,897.6799926757812,0.2473829984664917,0.21002799272537231,-1.9525129795074463,-0.25940701365470886,0.579850971698761,0.7019249796867371
113,2799,897.6900024414062,0.24756599962711334,0.1948300004005432,-1.942807912826538,0.04577700048685074,0.16785100102424622,-0.19836999475955963
114,2809,897.77001953125,0.2486640065908432,0.1986750066280365,-1.945188045501709,0.12207400053739548,0.38148099184036255,-0.534072995185852
115,2819,897.6500244140625,0.25012901425361633,0.20288699865341187,-1.9459209442138672,0.4882960021495819,-0.19836999475955963,-1.9989619255065918
